 ,month,day,prcp,tmax,tmin
1965,4,24,0,34,17
1965,4,25,0,34,10
1965,4,26,0,31,14
1965,4,27,0,25,12
1965,4,28,0,25,14
1965,4,29,0,28,14
1965,4,30,0,35,15
1965,5,1,0,34,15
1965,5,2,0,35,14
1965,5,3,0,33,14
1965,5,4,0,40,14
1965,5,5,0,35,19
1965,5,6,0,37,11
1965,5,7,0,36,11
1965,5,8,0,34,21
1965,5,9,0,37,12
1965,5,10,0,33,10
1965,5,11,0,28,18.5
1965,5,12,0,36,17
1965,5,13,0,28,13
1965,5,14,0,37,15
1965,5,15,0,35,9
1965,5,16,0,32,18
1965,5,17,0,31,18
1965,5,18,0,34,14
1965,5,19,0,42,18
1965,5,20,0,38,22
1965,5,21,0,41,18
1965,5,22,0,35,17
1965,5,23,0,40,18
1965,5,24,0,35,15
1965,5,25,0,36,11
1965,5,26,0,36,11
1965,5,27,0,37.5,17
1965,5,28,0,37,18.5
1965,5,29,0,33,21
1965,5,30,0,36,19
1965,5,31,0,39,21.5
1965,6,1,0,37,19
1965,6,2,0,38,16
1965,6,3,0,40,17
1965,6,4,0,37,26
1965,6,5,0,36,13
1965,6,6,0,38,13
1965,6,7,0,40,18
1965,6,8,0,41,19
1965,6,9,0,40,23
1965,6,10,0,37,20
1965,6,11,0,39,18
1965,6,12,0,41,19
1965,6,13,0,40,19
1965,6,14,0,43,19
1965,6,15,0,41,24
1965,6,16,6,41,25
1965,6,17,0,39,25
1965,6,18,0,39,19
1965,6,19,0,42,20
1965,6,20,0,39,20
1965,6,21,0,41,22
1965,6,22,0,48,20
1965,6,23,0,39,21
1965,6,24,17,38,24
1965,6,25,2,49,20
1965,6,26,3,43,22
1965,6,27,0,41,22
1965,6,28,0,42,23
1965,6,29,0,42,22
1965,6,30,0,41,22
1965,7,1,0,41,22
1965,7,2,0,50,21
1965,7,3,0,48,20
1965,7,4,0,42,23
1965,7,5,0,37,-99.9
1965,7,6,0,36,-99.9
1965,7,7,0,38,-99.9
1965,7,8,0,40,24
1965,7,9,0,48,24
1965,7,10,0,49,26
1965,7,11,0,45,22
1965,7,12,0,47,25
1965,7,13,0,48,24
1965,7,14,0,47,25
1965,7,15,0,48,22
1965,7,16,0,44,24
1965,7,17,0,50,23
1965,7,18,0,48,22
1965,7,19,0,36,23
1965,7,20,0,46,23
1965,7,21,0,47,21
1965,7,22,0,43,24
1965,7,23,0,47,23
1965,7,24,0,46,23
1965,7,25,0,46,24
1965,7,26,3,38,24
1965,7,27,0,36,24
1965,7,28,0,36,19
1965,7,29,0,35,22
1965,7,30,0,35,23
1965,7,31,0,36,21
1965,8,1,0,34,25
1965,8,2,3,36,24
1965,8,3,0,34,19
1965,8,4,0,34,22
1965,8,5,0,36,24
1965,8,6,0,37,22
1965,8,7,0,39,24
1965,8,8,0,36,24
1965,8,9,0,35,23
1965,8,10,0,35,19
1965,8,11,0,35,22
1965,8,12,0,34,19
1965,8,13,0,37,20
1965,8,14,0,38,22
1965,8,15,0,38,25
1965,8,16,2,36,26
1965,8,17,0,36,20
1965,8,18,1.5,34,22
1965,8,19,1,33,21
1965,8,20,0,33,20
1965,8,21,0,33,21
1965,8,22,14,31,22
1965,8,23,3.5,29,18
1965,8,24,0,33,19
1965,8,25,0,34,20
1965,8,26,0,37,20
1965,8,27,0,39,20
1965,8,28,0,35,21
1965,8,29,0,35,23
1965,8,30,0,37,23
1965,8,31,2,36,22
1965,9,1,1,27,22
1965,9,2,12.5,32,20
1965,9,3,15.5,30,20
1965,9,4,0,33,19
1965,9,5,15,34,22
1965,9,6,16,34,22
1965,9,7,0,33,19
1965,9,8,0,34,20
1965,9,9,0,35,21
1965,9,10,0,36,20
1965,9,11,0,36,21
1965,9,12,0,37,19
1965,9,13,0,35,16
1965,9,14,0,36,21
1965,9,15,0,34,20
1965,9,16,4,33,19
1965,9,17,0,34,21
1965,9,18,0,35,20
1965,9,19,0,34,21
1965,9,20,0,34,21
1965,9,21,0,34,17
1965,9,22,0,33,14
1965,9,23,0,33,17
1965,9,24,18,31,20
1965,9,25,8,33,18
1965,9,26,0,23,17
1965,9,27,1,37,12
1965,9,28,0,33,12
1965,9,29,0,32,15
1965,9,30,0,29,17
1965,10,1,0,26,11
1965,10,2,0,27,14
1965,10,3,0,26,9
1965,10,4,0,27,8
1965,10,5,0,29,8
1965,10,6,0,34,9
1965,10,7,0,33,11
1965,10,8,0,34,11
1965,10,9,0,35,11
1965,10,10,0,35,13
1965,10,11,0,35,15
1965,10,12,0,29,15
1965,10,13,0,34,11
1965,10,14,0,36,12
1965,10,15,0,32,12
1965,10,16,0,29,11
1965,10,17,0,25,10
1965,10,18,0,34,9
1965,10,19,0,31,13
1965,10,20,0,26,10
1965,10,21,0,24,15
1965,10,22,0,28,6
1965,10,23,0,29,14
1965,10,24,0,28,7
1965,10,25,0,30,6
1965,10,26,0,21,5
1965,10,27,0,29,5
1965,10,28,0,31,8
1965,10,29,0,31,5
1965,10,30,0,28,6
1965,10,31,0,25,5
1965,11,1,0,26,6
1965,11,2,0,23,6
1965,11,3,1,25,10
1965,11,4,8.5,24,12
1965,11,5,0,20,8
1965,11,6,0,25,5
1965,11,7,0,24,7
1965,11,8,0,26,11
1965,11,9,0,20,14
1965,11,10,0,24,14
1965,11,11,0,24,12
1965,11,12,0,20,4
1965,11,13,0,28,3
1965,11,14,0,24,4
1965,11,15,0,25,5
1965,11,16,0,27,5
1965,11,17,0,30,5
1965,11,18,0,28,8
1965,11,19,0,28,9
1965,11,20,0,28,7
1965,11,21,0,26,5
1965,11,22,0,28,8
1965,11,23,0,31,7
1965,11,24,0,31,8
1965,11,25,0,30,12
1965,11,26,0,26,13
1965,11,27,0,24,7
1965,11,28,0,19,10
1965,11,29,0,15,7
1965,11,30,0,16,3
1965,12,1,10,11,8
1965,12,2,0,12,10
1965,12,3,0,18,4
1965,12,4,0,17,1
1965,12,5,0,19,-1
1965,12,6,0,20,-1
1965,12,7,0,19,2
1965,12,8,0,21,3
1965,12,9,1,23,6
1965,12,10,0,22,12
1965,12,11,0,21,5
1965,12,12,0,16,2
1965,12,13,0,18,4
1965,12,14,0,18,6
1965,12,15,0,19,1
1965,12,16,0,15,-0.1
1965,12,17,0,20,0
1965,12,18,0,16,2
1965,12,19,0,12,3
1965,12,20,0,10,-5
1965,12,21,0,17,-3
1965,12,22,0,11,1
1965,12,23,0,25,7
1965,12,24,0,15,1
1965,12,25,0,16,-5
1965,12,26,0,18,-5
1965,12,27,0,18,-4
1965,12,28,0,20,-2
1965,12,29,0,22,2
1965,12,30,0,27,3
1965,12,31,0,25,5
1966,1,1,0,23,14
1966,1,2,0,23,1
1966,1,3,0,12,1
1966,1,4,0,15,2
1966,1,5,0,18,-3
1966,1,6,0,18,-5
1966,1,7,0,19,-6
1966,1,8,0,19,-4
1966,1,9,0,22,-1
1966,1,10,0,20,-4
1966,1,11,0,21,-3
1966,1,12,0,21,-1
1966,1,13,0,21,0
1966,1,14,0,13,-5
1966,1,15,0,18,-5
1966,1,16,0,10,-5
1966,1,17,0,6,-1
1966,1,18,0,9,1
1966,1,19,0,17,-2
1966,1,20,0,15,-3
1966,1,21,0,13,1
1966,1,22,0,9,-4
1966,1,23,0,10,-6
1966,1,24,0,12,-3
1966,1,25,0,15,-5
1966,1,26,0,13,-7
1966,1,27,0,19,-7
1966,1,28,0,11,-3
1966,1,29,0,19,-4
1966,1,30,0,18,-3
1966,1,31,0,19,0
1966,2,1,0,19,-1
1966,2,2,0,17,-3
1966,2,3,0,16,-2
1966,2,4,0,20,-2
1966,2,5,0,25,-1
1966,2,6,0,25,0
1966,2,7,0,24,6
1966,2,8,0,19,7
1966,2,9,2,11,2
1966,2,10,0,13,-2
1966,2,11,0,14,-2
1966,2,12,0,19,-3
1966,2,13,0,18,-1
1966,2,14,0,18,1
1966,2,15,0,22,-2
1966,2,16,0,11,0
1966,2,17,0,20,0
1966,2,18,0,22,-4
1966,2,19,0,25,-4
1966,2,20,0,27,-2
1966,2,21,0,18,-2
1966,2,22,0,14,0
1966,2,23,0,15,0
1966,2,24,0,13,1
1966,2,25,0,21,2
1966,2,26,0,25,4
1966,2,27,0,17,7
1966,2,28,0,24,-1
1966,3,1,0,27,1
1966,3,2,0,25,3
1966,3,3,0,17,5
1966,3,4,0,18,-2
1966,3,5,0,17,-6
1966,3,6,0,18,-1
1966,3,7,0,23,4
1966,3,8,0,27,2
1966,3,9,0,30,5
1966,3,10,0,32,7
1966,3,11,0,34,6
1966,3,12,0,27,10
1966,3,13,0,29,7
1966,3,14,0,29,6
1966,3,15,0,30,6
1966,3,16,0,34,5
1966,3,17,0,32,7
1966,3,18,0,30,7
1966,3,19,0,41,10
1966,3,20,0,35,13
1966,3,21,0,32,5
1966,3,22,0,29,8
1966,3,23,0,18,7
1966,3,24,0,21,7
1966,3,25,0,26,11
1966,3,26,0,32,6
1966,3,27,0,34,9
1966,3,28,0,26,9
1966,3,29,0,24,11
1966,3,30,0,33,4
1966,3,31,0,38,5
1966,4,1,0,34,5
1966,4,2,0,35,9
1966,4,3,0,33,12
1966,4,4,0,29,13
1966,4,5,0,31,11
1966,4,6,0,31,12
1966,4,7,0,41,12
1966,4,8,0,40,14
1966,4,9,0,39,15
1966,4,10,0,41,10
1966,4,11,0,39,10
1966,4,12,0,40,8
1966,4,13,0,40,8
1966,4,14,0,21,12
1966,4,15,0,24,14
1966,4,16,0,28,11
1966,4,17,2,35,14
1966,4,18,0,35,7
1966,4,19,0,39,10
1966,4,20,0,31,11
1966,4,21,0,34,14
1966,4,22,0,41,-99.9
1966,4,23,0,33,-99.9
1966,4,24,0,27,-99.9
1966,4,25,0,32,8
1966,4,26,0,40,9
1966,4,27,0,43,11
1966,4,28,0,39,10
1966,4,29,0,42,14
1966,4,30,0,38,17
1966,5,1,0,32,15
1966,5,2,0,18,14
1966,5,3,0,28,13
1966,5,4,0,29,14
1966,5,5,0,37,16
1966,5,6,0,38,14
1966,5,7,0,44,15
1966,5,8,0,47,12
1966,5,9,0,43,15
1966,5,10,0,39,15
1966,5,11,0,40,19
1966,5,12,0,42,12
1966,5,13,0,43,15
1966,5,14,0,43,17
1966,5,15,0,49,19
1966,5,16,0,41,19
1966,5,17,0,31,20
1966,5,18,0,35,19
1966,5,19,0,35,12
1966,5,20,0,47,14
1966,5,21,0,43,16
1966,5,22,0,45,18
1966,5,23,0,39,15
1966,5,24,13.5,44,22
1966,5,25,0,33,22
1966,5,26,0,33,16
1966,5,27,0,45,15
1966,5,28,0,44,17
1966,5,29,0,43,17
1966,5,30,0,45,18
1966,5,31,0,45,22
1966,6,1,0,46,24
1966,6,2,0,44,20
1966,6,3,0,42,21
1966,6,4,0,44,20
1966,6,5,0,47,22
1966,6,6,0,47,18
1966,6,7,0,46,20
1966,6,8,0,46,20
1966,6,9,0,46,20
1966,6,10,7,44,21
1966,6,11,0,46,18
1966,6,12,0,47,16
1966,6,13,0,47,19
1966,6,14,0,44,25
1966,6,15,0,44,21
1966,6,16,0,48,21
1966,6,17,0,40,20
1966,6,18,0,46,21
1966,6,19,3,44,23
1966,6,20,9,37,19
1966,6,21,0,41,19
1966,6,22,0,45,20
1966,6,23,0,44,22
1966,6,24,0,33,24
1966,6,25,20,30,20
1966,6,26,14,34,20
1966,6,27,5.5,32,20
1966,6,28,0,42,21
1966,6,29,0,40,20
1966,6,30,0,30,19
1966,7,1,0,40,19
1966,7,2,0,40,22
1966,7,3,0,40,21
1966,7,4,0,43,20
1966,7,5,0,43,22
1966,7,6,0,41,24
1966,7,7,0,40,18
1966,7,8,0,35,17
1966,7,9,2,38,16
1966,7,10,16,37,19
1966,7,11,1,40,21
1966,7,12,0,42,21
1966,7,13,0,43,21
1966,7,14,0,44,23
1966,7,15,0,43,23
1966,7,16,0,43,23
1966,7,17,0,39,24
1966,7,18,5,41,23
1966,7,19,0,43,20
1966,7,20,0,40,24
1966,7,21,0,40,25
1966,7,22,0,38,24
1966,7,23,0,37,24
1966,7,24,0,37,26
1966,7,25,0,37,24
1966,7,26,0,38,26
1966,7,27,7.5,35,23
1966,7,28,1,35,21
1966,7,29,0,36,21
1966,7,30,0,36,21
1966,7,31,0,38,23
1966,8,1,0,39,22
1966,8,2,0,45,25
1966,8,3,0,33,26
1966,8,4,0,35,23
1966,8,5,0,39,21
1966,8,6,0,34,23
1966,8,7,0,34,23
1966,8,8,0,33,21
1966,8,9,0,36,22
1966,8,10,0,36,22
1966,8,11,0,37,23
1966,8,12,0,36,22
1966,8,13,0,34,21
1966,8,14,10,33,20
1966,8,15,0,33,21
1966,8,16,0,33,20
1966,8,17,0,28,20
1966,8,18,18.5,31,21
1966,8,19,0,31,20
1966,8,20,1,32,20
1966,8,21,11,31,21
1966,8,22,6,29,20
1966,8,23,36.5,33,20
1966,8,24,0,25,18
1966,8,25,0,21,19
1966,8,26,0,29,18
1966,8,27,0,31,18
1966,8,28,0,34,17
1966,8,29,0,33,20
1966,8,30,0,33,22
1966,8,31,0,33,23
1966,9,1,0,32,20
1966,9,2,0,32,20
1966,9,3,0,31,20
1966,9,4,0,31,21
1966,9,5,1,29,21
1966,9,6,2,29,19
1966,9,7,0,28,17
1966,9,8,0,28,19
1966,9,9,0,29,-99.9
1966,9,10,0,29,-99.9
1966,9,11,17,31,-99.9
1966,9,12,0,31,18
1966,9,13,0,32,19
1966,9,14,1,35,19
1966,9,15,5,32,21
1966,9,16,0,31,18
1966,9,17,0,32,19
1966,9,18,0,34,20
1966,9,19,0,33,19
1966,9,20,0,30,19
1966,9,21,0,31,18
1966,9,22,0,31,17
1966,9,23,0,29,17
1966,9,24,0,32,14
1966,9,25,0,35,15
1966,9,26,0,35,16
1966,9,27,1,32,16
1966,9,28,0,33,19
1966,9,29,0,32,20
1966,9,30,0,30,15
1966,10,1,0,22,12
1966,10,2,0,32,12
1966,10,3,0,30,12
1966,10,4,0,23,14
1966,10,5,15,16,15
1966,10,6,7,19,13
1966,10,7,7,27,13
1966,10,8,0,29,15
1966,10,9,0,30,17
1966,10,10,0,29,17
1966,10,11,0,30,15
1966,10,12,0,32,16
1966,10,13,0,31,13
1966,10,14,0,28,10
1966,10,15,0,22,11
1966,10,16,0,23,10
1966,10,17,0,22,10
1966,10,18,0,22,11
1966,10,19,0,22,6
1966,10,20,0,25,4
1966,10,21,0,30,7
1966,10,22,0,28,8
1966,10,23,0,28,9
1966,10,24,0,22,10
1966,10,25,0,22,4
1966,10,26,0,24,4
1966,10,27,0,26,4
1966,10,28,0,24,3
1966,10,29,0,24,6
1966,10,30,0,25,8
1966,10,31,0,26,4
1966,11,1,0,15,6
1966,11,2,0,19,-1
1966,11,3,0,25,-1
1966,11,4,0,21,3
1966,11,5,0,22,4
1966,11,6,0,26,5
1966,11,7,0,25,6
1966,11,8,0,27,8
1966,11,9,0,23,4
1966,11,10,0,22,3
1966,11,11,0,21,2
1966,11,12,0,22,4
1966,11,13,0,20,3
1966,11,14,0,24,3
1966,11,15,0,26,4
1966,11,16,0,29,4
1966,11,17,0,28,8
1966,11,18,0,27,6
1966,11,19,0,24,5
1966,11,20,0,25,5
1966,11,21,0,25,4
1966,11,22,0,28,5
1966,11,23,0,26,8
1966,11,24,0,26,6
1966,11,25,0,25,7
1966,11,26,0,21,9
1966,11,27,0,22,0
1966,11,28,0,17,-2
1966,11,29,0,22,-2
1966,11,30,0,19,1
1966,12,1,0,24,-1
1966,12,2,0,25,1
1966,12,3,0,23,0
1966,12,4,0,23,2
1966,12,5,0,24,1
1966,12,6,0,26,1
1966,12,7,0,26,2
1966,12,8,0,20,3
1966,12,9,0,15,2
1966,12,10,0,14,-2
1966,12,11,0,9,-4
1966,12,12,0,15,-9
1966,12,13,0,14,-6
1966,12,14,0,15,-6
1966,12,15,0,16,-4
1966,12,16,0,16,-2
1966,12,17,0,18,-6
1966,12,18,0,17,-5
1966,12,19,0,18,-8
1966,12,20,0,19,-8
1966,12,21,0,22,-8
1966,12,22,0,21,-2
1966,12,23,0,17,2
1966,12,24,0,17,-2
1966,12,25,0,17,-3
1966,12,26,0,21,-2
1966,12,27,0,16,0
1966,12,28,0,11,-4
1966,12,29,0,9,-5
1966,12,30,0,13,-7
1966,12,31,0,14,-6
1967,1,1,0,15,-6
1967,1,2,0,15,-5
1967,1,3,0,10,-2
1967,1,4,0,13,-9
1967,1,5,0,17,-8
1967,1,6,0,22,-6
1967,1,7,0,9,-3
1967,1,8,0,4,-4
1967,1,9,0,7,-9
1967,1,10,0,4,-8
1967,1,11,0,10,-3
1967,1,12,0,15,-5
1967,1,13,0,18,-3
1967,1,14,0,20,-3
1967,1,15,0,13,-3
1967,1,16,0,22,-5
1967,1,17,0,13,-3
1967,1,18,0,16,-4
1967,1,19,0,11,-3
1967,1,20,0,22,-4
1967,1,21,0,23,-3
1967,1,22,0,25,-3
1967,1,23,0,25,-2
1967,1,24,0,21,-2
1967,1,25,0,17,0
1967,1,26,0,24,-4
1967,1,27,0,19,-3
1967,1,28,0,23,-2
1967,1,29,0,27,-1
1967,1,30,0,22,-1
1967,1,31,0,24,1
1967,2,1,-99.9,-99.9,-99.9
1967,2,2,-99.9,-99.9,-99.9
1967,2,3,-99.9,-99.9,-99.9
1967,2,4,-99.9,-99.9,-99.9
1967,2,5,-99.9,-99.9,-99.9
1967,2,6,-99.9,-99.9,-99.9
1967,2,7,-99.9,-99.9,-99.9
1967,2,8,-99.9,-99.9,-99.9
1967,2,9,-99.9,-99.9,-99.9
1967,2,10,-99.9,-99.9,-99.9
1967,2,11,-99.9,-99.9,-99.9
1967,2,12,-99.9,-99.9,-99.9
1967,2,13,-99.9,-99.9,-99.9
1967,2,14,-99.9,-99.9,-99.9
1967,2,15,-99.9,-99.9,-99.9
1967,2,16,-99.9,-99.9,-99.9
1967,2,17,-99.9,-99.9,-99.9
1967,2,18,-99.9,-99.9,-99.9
1967,2,19,-99.9,-99.9,-99.9
1967,2,20,-99.9,-99.9,-99.9
1967,2,21,-99.9,-99.9,-99.9
1967,2,22,-99.9,-99.9,-99.9
1967,2,23,-99.9,-99.9,-99.9
1967,2,24,-99.9,-99.9,-99.9
1967,2,25,-99.9,-99.9,-99.9
1967,2,26,-99.9,-99.9,-99.9
1967,2,27,-99.9,-99.9,-99.9
1967,2,28,-99.9,-99.9,-99.9
1967,3,1,-99.9,-99.9,-99.9
1967,3,2,-99.9,-99.9,-99.9
1967,3,3,-99.9,-99.9,-99.9
1967,3,4,-99.9,-99.9,-99.9
1967,3,5,-99.9,-99.9,-99.9
1967,3,6,-99.9,-99.9,-99.9
1967,3,7,-99.9,-99.9,-99.9
1967,3,8,-99.9,-99.9,-99.9
1967,3,9,-99.9,-99.9,-99.9
1967,3,10,-99.9,-99.9,-99.9
1967,3,11,-99.9,-99.9,-99.9
1967,3,12,-99.9,-99.9,-99.9
1967,3,13,-99.9,-99.9,-99.9
1967,3,14,-99.9,-99.9,-99.9
1967,3,15,-99.9,-99.9,-99.9
1967,3,16,-99.9,-99.9,-99.9
1967,3,17,-99.9,-99.9,-99.9
1967,3,18,-99.9,-99.9,-99.9
1967,3,19,-99.9,-99.9,-99.9
1967,3,20,-99.9,-99.9,-99.9
1967,3,21,-99.9,-99.9,-99.9
1967,3,22,-99.9,-99.9,-99.9
1967,3,23,-99.9,-99.9,-99.9
1967,3,24,-99.9,-99.9,-99.9
1967,3,25,-99.9,-99.9,-99.9
1967,3,26,-99.9,-99.9,-99.9
1967,3,27,-99.9,-99.9,-99.9
1967,3,28,-99.9,-99.9,-99.9
1967,3,29,-99.9,-99.9,-99.9
1967,3,30,-99.9,-99.9,-99.9
1967,3,31,-99.9,-99.9,-99.9
1967,4,1,-99.9,-99.9,-99.9
1967,4,2,-99.9,-99.9,-99.9
1967,4,3,-99.9,-99.9,-99.9
1967,4,4,-99.9,-99.9,-99.9
1967,4,5,-99.9,-99.9,-99.9
1967,4,6,-99.9,-99.9,-99.9
1967,4,7,-99.9,-99.9,-99.9
1967,4,8,-99.9,-99.9,-99.9
1967,4,9,-99.9,-99.9,-99.9
1967,4,10,-99.9,-99.9,-99.9
1967,4,11,-99.9,-99.9,-99.9
1967,4,12,-99.9,-99.9,-99.9
1967,4,13,-99.9,-99.9,-99.9
1967,4,14,-99.9,-99.9,-99.9
1967,4,15,-99.9,-99.9,-99.9
1967,4,16,-99.9,-99.9,-99.9
1967,4,17,-99.9,-99.9,-99.9
1967,4,18,-99.9,-99.9,-99.9
1967,4,19,-99.9,-99.9,-99.9
1967,4,20,-99.9,-99.9,-99.9
1967,4,21,-99.9,-99.9,-99.9
1967,4,22,-99.9,-99.9,-99.9
1967,4,23,-99.9,-99.9,-99.9
1967,4,24,-99.9,-99.9,-99.9
1967,4,25,-99.9,-99.9,-99.9
1967,4,26,-99.9,-99.9,-99.9
1967,4,27,-99.9,-99.9,-99.9
1967,4,28,-99.9,-99.9,-99.9
1967,4,29,-99.9,-99.9,-99.9
1967,4,30,-99.9,-99.9,-99.9
1967,5,1,-99.9,-99.9,-99.9
1967,5,2,-99.9,-99.9,-99.9
1967,5,3,-99.9,-99.9,-99.9
1967,5,4,-99.9,-99.9,-99.9
1967,5,5,-99.9,-99.9,-99.9
1967,5,6,-99.9,-99.9,-99.9
1967,5,7,-99.9,-99.9,-99.9
1967,5,8,-99.9,-99.9,-99.9
1967,5,9,-99.9,-99.9,-99.9
1967,5,10,-99.9,-99.9,-99.9
1967,5,11,-99.9,-99.9,-99.9
1967,5,12,-99.9,-99.9,-99.9
1967,5,13,-99.9,-99.9,-99.9
1967,5,14,-99.9,-99.9,-99.9
1967,5,15,-99.9,-99.9,-99.9
1967,5,16,-99.9,-99.9,-99.9
1967,5,17,-99.9,-99.9,-99.9
1967,5,18,-99.9,-99.9,-99.9
1967,5,19,-99.9,-99.9,-99.9
1967,5,20,-99.9,-99.9,-99.9
1967,5,21,-99.9,-99.9,-99.9
1967,5,22,-99.9,-99.9,-99.9
1967,5,23,-99.9,-99.9,-99.9
1967,5,24,-99.9,-99.9,-99.9
1967,5,25,-99.9,-99.9,-99.9
1967,5,26,-99.9,-99.9,-99.9
1967,5,27,-99.9,-99.9,-99.9
1967,5,28,-99.9,-99.9,-99.9
1967,5,29,-99.9,-99.9,-99.9
1967,5,30,-99.9,-99.9,-99.9
1967,5,31,-99.9,-99.9,-99.9
1967,6,1,-99.9,-99.9,-99.9
1967,6,2,-99.9,-99.9,-99.9
1967,6,3,-99.9,-99.9,-99.9
1967,6,4,-99.9,-99.9,-99.9
1967,6,5,-99.9,-99.9,-99.9
1967,6,6,-99.9,-99.9,-99.9
1967,6,7,-99.9,-99.9,-99.9
1967,6,8,-99.9,-99.9,-99.9
1967,6,9,-99.9,-99.9,-99.9
1967,6,10,-99.9,-99.9,-99.9
1967,6,11,-99.9,-99.9,-99.9
1967,6,12,-99.9,-99.9,-99.9
1967,6,13,-99.9,-99.9,-99.9
1967,6,14,-99.9,-99.9,-99.9
1967,6,15,-99.9,-99.9,-99.9
1967,6,16,-99.9,-99.9,-99.9
1967,6,17,-99.9,-99.9,-99.9
1967,6,18,-99.9,-99.9,-99.9
1967,6,19,-99.9,-99.9,-99.9
1967,6,20,-99.9,-99.9,-99.9
1967,6,21,-99.9,-99.9,-99.9
1967,6,22,-99.9,-99.9,-99.9
1967,6,23,-99.9,-99.9,-99.9
1967,6,24,-99.9,-99.9,-99.9
1967,6,25,-99.9,-99.9,-99.9
1967,6,26,-99.9,-99.9,-99.9
1967,6,27,-99.9,-99.9,-99.9
1967,6,28,-99.9,-99.9,-99.9
1967,6,29,-99.9,-99.9,-99.9
1967,6,30,-99.9,-99.9,-99.9
1967,7,1,-99.9,-99.9,-99.9
1967,7,2,-99.9,-99.9,-99.9
1967,7,3,-99.9,-99.9,-99.9
1967,7,4,-99.9,-99.9,-99.9
1967,7,5,-99.9,-99.9,-99.9
1967,7,6,-99.9,-99.9,-99.9
1967,7,7,-99.9,-99.9,-99.9
1967,7,8,-99.9,-99.9,-99.9
1967,7,9,-99.9,-99.9,-99.9
1967,7,10,-99.9,-99.9,-99.9
1967,7,11,-99.9,-99.9,-99.9
1967,7,12,-99.9,-99.9,-99.9
1967,7,13,-99.9,-99.9,-99.9
1967,7,14,-99.9,-99.9,-99.9
1967,7,15,-99.9,-99.9,-99.9
1967,7,16,-99.9,-99.9,-99.9
1967,7,17,-99.9,-99.9,-99.9
1967,7,18,-99.9,-99.9,-99.9
1967,7,19,-99.9,-99.9,-99.9
1967,7,20,-99.9,-99.9,-99.9
1967,7,21,-99.9,-99.9,-99.9
1967,7,22,-99.9,-99.9,-99.9
1967,7,23,-99.9,-99.9,-99.9
1967,7,24,-99.9,-99.9,-99.9
