 ,month,day,prcp,tmax,tmin
1967,7,25,-99.9,-99.9,-99.9
1967,7,26,-99.9,-99.9,-99.9
1967,7,27,-99.9,-99.9,-99.9
1967,7,28,-99.9,-99.9,-99.9
1967,7,29,-99.9,-99.9,-99.9
1967,7,30,-99.9,-99.9,-99.9
1967,7,31,-99.9,-99.9,-99.9
1967,8,1,-99.9,-99.9,-99.9
1967,8,2,-99.9,-99.9,-99.9
1967,8,3,-99.9,-99.9,-99.9
1967,8,4,-99.9,-99.9,-99.9
1967,8,5,-99.9,-99.9,-99.9
1967,8,6,-99.9,-99.9,-99.9
1967,8,7,-99.9,-99.9,-99.9
1967,8,8,-99.9,-99.9,-99.9
1967,8,9,-99.9,-99.9,-99.9
1967,8,10,-99.9,-99.9,-99.9
1967,8,11,-99.9,-99.9,-99.9
1967,8,12,-99.9,-99.9,-99.9
1967,8,13,-99.9,-99.9,-99.9
1967,8,14,-99.9,-99.9,-99.9
1967,8,15,-99.9,-99.9,-99.9
1967,8,16,-99.9,-99.9,-99.9
1967,8,17,-99.9,-99.9,-99.9
1967,8,18,-99.9,-99.9,-99.9
1967,8,19,-99.9,-99.9,-99.9
1967,8,20,-99.9,-99.9,-99.9
1967,8,21,-99.9,-99.9,-99.9
1967,8,22,-99.9,-99.9,-99.9
1967,8,23,-99.9,-99.9,-99.9
1967,8,24,-99.9,-99.9,-99.9
1967,8,25,-99.9,-99.9,-99.9
1967,8,26,-99.9,-99.9,-99.9
1967,8,27,-99.9,-99.9,-99.9
1967,8,28,-99.9,-99.9,-99.9
1967,8,29,-99.9,-99.9,-99.9
1967,8,30,-99.9,-99.9,-99.9
1967,8,31,-99.9,-99.9,-99.9
1967,9,1,-99.9,-99.9,-99.9
1967,9,2,-99.9,-99.9,-99.9
1967,9,3,-99.9,-99.9,-99.9
1967,9,4,-99.9,-99.9,-99.9
1967,9,5,-99.9,-99.9,-99.9
1967,9,6,-99.9,-99.9,-99.9
1967,9,7,-99.9,-99.9,-99.9
1967,9,8,-99.9,-99.9,-99.9
1967,9,9,-99.9,-99.9,-99.9
1967,9,10,-99.9,-99.9,-99.9
1967,9,11,-99.9,-99.9,-99.9
1967,9,12,-99.9,-99.9,-99.9
1967,9,13,-99.9,-99.9,-99.9
1967,9,14,-99.9,-99.9,-99.9
1967,9,15,-99.9,-99.9,-99.9
1967,9,16,-99.9,-99.9,-99.9
1967,9,17,-99.9,-99.9,-99.9
1967,9,18,-99.9,-99.9,-99.9
1967,9,19,-99.9,-99.9,-99.9
1967,9,20,-99.9,-99.9,-99.9
1967,9,21,-99.9,-99.9,-99.9
1967,9,22,-99.9,-99.9,-99.9
1967,9,23,-99.9,-99.9,-99.9
1967,9,24,-99.9,-99.9,-99.9
1967,9,25,-99.9,-99.9,-99.9
1967,9,26,-99.9,-99.9,-99.9
1967,9,27,-99.9,-99.9,-99.9
1967,9,28,-99.9,-99.9,-99.9
1967,9,29,-99.9,-99.9,-99.9
1967,9,30,-99.9,-99.9,-99.9
1967,10,1,-99.9,-99.9,-99.9
1967,10,2,-99.9,-99.9,-99.9
1967,10,3,-99.9,-99.9,-99.9
1967,10,4,-99.9,-99.9,-99.9
1967,10,5,-99.9,-99.9,-99.9
1967,10,6,-99.9,-99.9,-99.9
1967,10,7,-99.9,-99.9,-99.9
1967,10,8,-99.9,-99.9,-99.9
1967,10,9,-99.9,-99.9,-99.9
1967,10,10,-99.9,-99.9,-99.9
1967,10,11,-99.9,-99.9,-99.9
1967,10,12,-99.9,-99.9,-99.9
1967,10,13,-99.9,-99.9,-99.9
1967,10,14,-99.9,-99.9,-99.9
1967,10,15,-99.9,-99.9,-99.9
1967,10,16,-99.9,-99.9,-99.9
1967,10,17,-99.9,-99.9,-99.9
1967,10,18,-99.9,-99.9,-99.9
1967,10,19,-99.9,-99.9,-99.9
1967,10,20,-99.9,-99.9,-99.9
1967,10,21,-99.9,-99.9,-99.9
1967,10,22,-99.9,-99.9,-99.9
1967,10,23,-99.9,-99.9,-99.9
1967,10,24,-99.9,-99.9,-99.9
1967,10,25,-99.9,-99.9,-99.9
1967,10,26,-99.9,-99.9,-99.9
1967,10,27,-99.9,-99.9,-99.9
1967,10,28,-99.9,-99.9,-99.9
1967,10,29,-99.9,-99.9,-99.9
1967,10,30,-99.9,-99.9,-99.9
1967,10,31,-99.9,-99.9,-99.9
1967,11,1,-99.9,-99.9,-99.9
1967,11,2,-99.9,-99.9,-99.9
1967,11,3,-99.9,-99.9,-99.9
1967,11,4,-99.9,-99.9,-99.9
1967,11,5,-99.9,-99.9,-99.9
1967,11,6,-99.9,-99.9,-99.9
1967,11,7,-99.9,-99.9,-99.9
1967,11,8,-99.9,-99.9,-99.9
1967,11,9,-99.9,-99.9,-99.9
1967,11,10,-99.9,-99.9,-99.9
1967,11,11,-99.9,-99.9,-99.9
1967,11,12,-99.9,-99.9,-99.9
1967,11,13,-99.9,-99.9,-99.9
1967,11,14,-99.9,-99.9,-99.9
1967,11,15,-99.9,-99.9,-99.9
1967,11,16,-99.9,-99.9,-99.9
1967,11,17,-99.9,-99.9,-99.9
1967,11,18,-99.9,-99.9,-99.9
1967,11,19,-99.9,-99.9,-99.9
1967,11,20,-99.9,-99.9,-99.9
1967,11,21,-99.9,-99.9,-99.9
1967,11,22,-99.9,-99.9,-99.9
1967,11,23,-99.9,-99.9,-99.9
1967,11,24,-99.9,-99.9,-99.9
1967,11,25,-99.9,-99.9,-99.9
1967,11,26,-99.9,-99.9,-99.9
1967,11,27,-99.9,-99.9,-99.9
1967,11,28,-99.9,-99.9,-99.9
1967,11,29,-99.9,-99.9,-99.9
1967,11,30,-99.9,-99.9,-99.9
1967,12,1,-99.9,-99.9,-99.9
1967,12,2,-99.9,-99.9,-99.9
1967,12,3,-99.9,-99.9,-99.9
1967,12,4,-99.9,-99.9,-99.9
1967,12,5,-99.9,-99.9,-99.9
1967,12,6,-99.9,-99.9,-99.9
1967,12,7,-99.9,-99.9,-99.9
1967,12,8,-99.9,-99.9,-99.9
1967,12,9,-99.9,-99.9,-99.9
1967,12,10,-99.9,-99.9,-99.9
1967,12,11,-99.9,-99.9,-99.9
1967,12,12,-99.9,-99.9,-99.9
1967,12,13,-99.9,-99.9,-99.9
1967,12,14,-99.9,-99.9,-99.9
1967,12,15,-99.9,-99.9,-99.9
1967,12,16,-99.9,-99.9,-99.9
1967,12,17,-99.9,-99.9,-99.9
1967,12,18,-99.9,-99.9,-99.9
1967,12,19,-99.9,-99.9,-99.9
1967,12,20,-99.9,-99.9,-99.9
1967,12,21,-99.9,-99.9,-99.9
1967,12,22,-99.9,-99.9,-99.9
1967,12,23,-99.9,-99.9,-99.9
1967,12,24,-99.9,-99.9,-99.9
1967,12,25,-99.9,-99.9,-99.9
1967,12,26,-99.9,-99.9,-99.9
1967,12,27,-99.9,-99.9,-99.9
1967,12,28,-99.9,-99.9,-99.9
1967,12,29,-99.9,-99.9,-99.9
1967,12,30,-99.9,-99.9,-99.9
1967,12,31,-99.9,-99.9,-99.9
1968,1,1,-99.9,-99.9,-99.9
1968,1,2,-99.9,-99.9,-99.9
1968,1,3,-99.9,-99.9,-99.9
1968,1,4,-99.9,-99.9,-99.9
1968,1,5,-99.9,-99.9,-99.9
1968,1,6,-99.9,-99.9,-99.9
1968,1,7,-99.9,-99.9,-99.9
1968,1,8,-99.9,-99.9,-99.9
1968,1,9,-99.9,-99.9,-99.9
1968,1,10,-99.9,-99.9,-99.9
1968,1,11,-99.9,-99.9,-99.9
1968,1,12,-99.9,-99.9,-99.9
1968,1,13,-99.9,-99.9,-99.9
1968,1,14,-99.9,-99.9,-99.9
1968,1,15,-99.9,-99.9,-99.9
1968,1,16,-99.9,-99.9,-99.9
1968,1,17,-99.9,-99.9,-99.9
1968,1,18,-99.9,-99.9,-99.9
1968,1,19,-99.9,-99.9,-99.9
1968,1,20,-99.9,-99.9,-99.9
1968,1,21,-99.9,-99.9,-99.9
1968,1,22,-99.9,-99.9,-99.9
1968,1,23,-99.9,-99.9,-99.9
1968,1,24,-99.9,-99.9,-99.9
1968,1,25,-99.9,-99.9,-99.9
1968,1,26,-99.9,-99.9,-99.9
1968,1,27,-99.9,-99.9,-99.9
1968,1,28,-99.9,-99.9,-99.9
1968,1,29,-99.9,-99.9,-99.9
1968,1,30,-99.9,-99.9,-99.9
1968,1,31,-99.9,-99.9,-99.9
1968,2,1,-99.9,-99.9,-99.9
1968,2,2,-99.9,-99.9,-99.9
1968,2,3,-99.9,-99.9,-99.9
1968,2,4,-99.9,-99.9,-99.9
1968,2,5,-99.9,-99.9,-99.9
1968,2,6,-99.9,-99.9,-99.9
1968,2,7,-99.9,-99.9,-99.9
1968,2,8,-99.9,-99.9,-99.9
1968,2,9,-99.9,-99.9,-99.9
1968,2,10,-99.9,-99.9,-99.9
1968,2,11,-99.9,-99.9,-99.9
1968,2,12,-99.9,-99.9,-99.9
1968,2,13,-99.9,-99.9,-99.9
1968,2,14,-99.9,-99.9,-99.9
1968,2,15,-99.9,-99.9,-99.9
1968,2,16,-99.9,-99.9,-99.9
1968,2,17,-99.9,-99.9,-99.9
1968,2,18,-99.9,-99.9,-99.9
1968,2,19,-99.9,-99.9,-99.9
1968,2,20,-99.9,-99.9,-99.9
1968,2,21,-99.9,-99.9,-99.9
1968,2,22,-99.9,-99.9,-99.9
1968,2,23,-99.9,-99.9,-99.9
1968,2,24,-99.9,-99.9,-99.9
1968,2,25,-99.9,-99.9,-99.9
1968,2,26,-99.9,-99.9,-99.9
1968,2,27,-99.9,-99.9,-99.9
1968,2,28,-99.9,-99.9,-99.9
1968,2,29,-99.9,-99.9,-99.9
1968,3,1,-99.9,-99.9,-99.9
1968,3,2,-99.9,-99.9,-99.9
1968,3,3,-99.9,-99.9,-99.9
1968,3,4,-99.9,-99.9,-99.9
1968,3,5,-99.9,-99.9,-99.9
1968,3,6,-99.9,-99.9,-99.9
1968,3,7,-99.9,-99.9,-99.9
1968,3,8,-99.9,-99.9,-99.9
1968,3,9,-99.9,-99.9,-99.9
1968,3,10,-99.9,-99.9,-99.9
1968,3,11,-99.9,-99.9,-99.9
1968,3,12,-99.9,-99.9,-99.9
1968,3,13,-99.9,-99.9,-99.9
1968,3,14,-99.9,-99.9,-99.9
1968,3,15,-99.9,-99.9,-99.9
1968,3,16,-99.9,-99.9,-99.9
1968,3,17,-99.9,-99.9,-99.9
1968,3,18,-99.9,-99.9,-99.9
1968,3,19,-99.9,-99.9,-99.9
1968,3,20,-99.9,-99.9,-99.9
1968,3,21,-99.9,-99.9,-99.9
1968,3,22,-99.9,-99.9,-99.9
1968,3,23,-99.9,-99.9,-99.9
1968,3,24,-99.9,-99.9,-99.9
1968,3,25,-99.9,-99.9,-99.9
1968,3,26,-99.9,-99.9,-99.9
1968,3,27,-99.9,-99.9,-99.9
1968,3,28,-99.9,-99.9,-99.9
1968,3,29,-99.9,-99.9,-99.9
1968,3,30,-99.9,-99.9,-99.9
1968,3,31,-99.9,-99.9,-99.9
1968,4,1,-99.9,-99.9,-99.9
1968,4,2,-99.9,-99.9,-99.9
1968,4,3,-99.9,-99.9,-99.9
1968,4,4,-99.9,-99.9,-99.9
1968,4,5,-99.9,-99.9,-99.9
1968,4,6,-99.9,-99.9,-99.9
1968,4,7,-99.9,-99.9,-99.9
1968,4,8,-99.9,-99.9,-99.9
1968,4,9,-99.9,-99.9,-99.9
1968,4,10,-99.9,-99.9,-99.9
1968,4,11,-99.9,-99.9,-99.9
1968,4,12,-99.9,-99.9,-99.9
1968,4,13,-99.9,-99.9,-99.9
1968,4,14,-99.9,-99.9,-99.9
1968,4,15,-99.9,-99.9,-99.9
1968,4,16,-99.9,-99.9,-99.9
1968,4,17,-99.9,-99.9,-99.9
1968,4,18,-99.9,-99.9,-99.9
1968,4,19,-99.9,-99.9,-99.9
1968,4,20,-99.9,-99.9,-99.9
1968,4,21,-99.9,-99.9,-99.9
1968,4,22,-99.9,-99.9,-99.9
1968,4,23,-99.9,-99.9,-99.9
1968,4,24,-99.9,-99.9,-99.9
1968,4,25,-99.9,-99.9,-99.9
1968,4,26,-99.9,-99.9,-99.9
1968,4,27,-99.9,-99.9,-99.9
1968,4,28,-99.9,-99.9,-99.9
1968,4,29,-99.9,-99.9,-99.9
1968,4,30,-99.9,-99.9,-99.9
1968,5,1,-99.9,-99.9,-99.9
1968,5,2,-99.9,-99.9,-99.9
1968,5,3,-99.9,-99.9,-99.9
1968,5,4,-99.9,-99.9,-99.9
1968,5,5,-99.9,-99.9,-99.9
1968,5,6,-99.9,-99.9,-99.9
1968,5,7,-99.9,-99.9,-99.9
1968,5,8,-99.9,-99.9,-99.9
1968,5,9,0,33,-99.9
1968,5,10,0,32,15
1968,5,11,0,31,16
1968,5,12,0,31,16
1968,5,13,0,32,13
1968,5,14,0,35,9
1968,5,15,0,34,13
1968,5,16,0,36,14
1968,5,17,0,31,12
1968,5,18,0,32,16
1968,5,19,1,32,16
1968,5,20,9,34,18
1968,5,21,0,35,15
1968,5,22,0,37,17
1968,5,23,0,36,14
1968,5,24,0,36,16
1968,5,25,0,35,15
1968,5,26,0,37,14
1968,5,27,0,37,14
1968,5,28,0,38,17
1968,5,29,0,38,17
1968,5,30,0,39,16
1968,5,31,0,36,13
1968,6,1,0,35,12
1968,6,2,0,32,20
1968,6,3,0,35,12
1968,6,4,0,37,19
1968,6,5,0,37,19
1968,6,6,0,37,21
1968,6,7,0,36,19
1968,6,8,0,37,24
1968,6,9,0,35,18
1968,6,10,0,35,15
1968,6,11,0,37,17
1968,6,12,0,38,17
1968,6,13,0,38,22
1968,6,14,3,35,18
1968,6,15,0,36,20
1968,6,16,0,36,17
1968,6,17,0,34,18
1968,6,18,0,34,17
1968,6,19,0,35,18
1968,6,20,0,35,16
1968,6,21,0,38,15
1968,6,22,0,36,17
1968,6,23,0,37,20
1968,6,24,0,41,21
1968,6,25,0,38,26
1968,6,26,0,34,24
1968,6,27,0,38,18
1968,6,28,0,41,24
1968,6,29,0,40,25
1968,6,30,0,39,23
1968,7,1,20,36,20
1968,7,2,4,28,19
1968,7,3,26,25,16
1968,7,4,0,28,18
1968,7,5,70,32,17
1968,7,6,5,29,18
1968,7,7,5,30,18
1968,7,8,0,30,19
1968,7,9,0,32,21
1968,7,10,0,32,22
1968,7,11,0,34,18
1968,7,12,0,36,17
1968,7,13,0,38,18
1968,7,14,0,36,20
1968,7,15,1,-99.9,21
1968,7,16,7,-99.9,22
1968,7,17,0,-99.9,17
1968,7,18,0,-99.9,21
1968,7,19,0,30,19
1968,7,20,0,31,20
1968,7,21,0,35,15
1968,7,22,0,36,17
1968,7,23,0,36,23
1968,7,24,0,32,18
1968,7,25,20,27,21
1968,7,26,15,31,18
1968,7,27,0,33,15
1968,7,28,0,32,18
1968,7,29,0,31,16
1968,7,30,0,33,16
1968,7,31,1,35,16
1968,8,1,8,33,15
1968,8,2,0,32,19
1968,8,3,0,32,16
1968,8,4,0,30,15
1968,8,5,0,32,20
1968,8,6,8,33,15
1968,8,7,1,32,20
1968,8,8,0,36,16
1968,8,9,0,37,18
1968,8,10,1,37,19
1968,8,11,0,34,17
1968,8,12,0,35,15
1968,8,13,0,35,15
1968,8,14,0,36,16
1968,8,15,0,38,15
1968,8,16,7,34,21
1968,8,17,0,31,14
1968,8,18,0,34,16
1968,8,19,1,33,21
1968,8,20,1,34,15
1968,8,21,0,34,15
1968,8,22,0,34,16
1968,8,23,0,33,16
1968,8,24,1,33,19
1968,8,25,0,32,17
1968,8,26,0,32,17
1968,8,27,0,33,17
1968,8,28,0,35,16
1968,8,29,12,36,16
1968,8,30,1,23,18
1968,8,31,7,21,18
1968,9,1,0,20,13
1968,9,2,0,22,12
1968,9,3,0,32,12
1968,9,4,0,34,13
1968,9,5,0,32,15
1968,9,6,0,25,16
1968,9,7,0,34,15
1968,9,8,0,28,13
1968,9,9,0,34,13
1968,9,10,0,31,13
1968,9,11,0,30,12
1968,9,12,13,28,8
1968,9,13,1,25,12
1968,9,14,0,28,12
1968,9,15,0,32,12
1968,9,16,0,32,20
1968,9,17,0,28,14
1968,9,18,0,33,12
1968,9,19,0,36,17
1968,9,20,0,36,12
1968,9,21,1,36,19
1968,9,22,0,33,16
1968,9,23,0,31,18
1968,9,24,0,31,13
1968,9,25,0,27,12
1968,9,26,0,27,7
1968,9,27,0,29,5
1968,9,28,0,33,6
1968,9,29,0,31,8
1968,9,30,0,28,10
1968,10,1,0,33,8
1968,10,2,0,34,10
1968,10,3,0,31,12
1968,10,4,0,29,13
1968,10,5,0,31,10
1968,10,6,0,30,5
1968,10,7,0,33,10
1968,10,8,0,16,5
1968,10,9,0,31,6
1968,10,10,0,29,10
1968,10,11,0,29,18
1968,10,12,0,34,11
1968,10,13,6,33,11
1968,10,14,0,32,12
1968,10,15,0,34,19
1968,10,16,0,26,11
1968,10,17,0,24,11
1968,10,18,0,26,5
1968,10,19,0,31,5
1968,10,20,0,36,7
1968,10,21,0,30,10
1968,10,22,0,29,3
1968,10,23,0,29,3
1968,10,24,0,23,2
1968,10,25,0,27,2
1968,10,26,0,31,2
1968,10,27,0,-99.9,9
1968,10,28,0,-99.9,8
1968,10,29,0,-99.9,9
1968,10,30,0,28,6
1968,10,31,0,28,12
1968,11,1,0,30,13
1968,11,2,0,24,6
1968,11,3,0,21,5
1968,11,4,0,28,14
1968,11,5,0,28,13
1968,11,6,0,27,1
1968,11,7,0,21,4
1968,11,8,1,23,10
1968,11,9,0,22,3
1968,11,10,0,23,-1
1968,11,11,0,23,12
1968,11,12,0,28,4
1968,11,13,1,30,0
1968,11,14,0,26,12
1968,11,15,0,20,3
1968,11,16,0,21,3
1968,11,17,0,21,2
1968,11,18,0,18,-2
1968,11,19,0,22,-2
1968,11,20,0,20,4
1968,11,21,0,25,-2
1968,11,22,0,24,2
1968,11,23,0,25,3
1968,11,24,0,19,4
1968,11,25,1.3,26,-2
1968,11,26,1.1,18,10
1968,11,27,0,8,2
1968,11,28,0,13,-2
1968,11,29,0,7,2
1968,11,30,0,8,-2
1968,12,1,0,15,-3
1968,12,2,0,11,-3
1968,12,3,0,12,0
1968,12,4,0,15,-6
1968,12,5,0,16,-5
1968,12,6,0,20,-3
1968,12,7,0,11,-4
1968,12,8,0,15,-4
1968,12,9,0,18,-1
1968,12,10,0,19,0
1968,12,11,0,20,-5
1968,12,12,0,19,3
1968,12,13,0,17,-1
1968,12,14,0,21,-2
1968,12,15,0,22,-2
1968,12,16,0,20,1
1968,12,17,0,21,1
1968,12,18,0,9,5
1968,12,19,0,12,-5
1968,12,20,0,21,-2
1968,12,21,0,23,4
1968,12,22,0,10,2
1968,12,23,0,13,-9
1968,12,24,0,18,-9
1968,12,25,0,21,-6
1968,12,26,0,22,0
1968,12,27,0,16,4
1968,12,28,0,17,-4
1968,12,29,0,16,-5
1968,12,30,0,20,-3
1968,12,31,0,20,3
1969,1,1,0,18,4
1969,1,2,0,18,3
1969,1,3,0,20,-1
1969,1,4,0,16,-3
1969,1,5,0,15,-6
1969,1,6,0,20,-2
1969,1,7,0,24,-3
1969,1,8,0,25,-3
1969,1,9,0,14,-2
1969,1,10,0,9,1
1969,1,11,0,18,-4
1969,1,12,0,22,-2
1969,1,13,0,25,1
1969,1,14,0,26,4
1969,1,15,0,22,5
1969,1,16,0,18,2
1969,1,17,0,20,0
1969,1,18,0,22,3
1969,1,19,0,18,3
1969,1,20,0,23,1
1969,1,21,0,23,2
1969,1,22,0,23,1
1969,1,23,0,22,0
1969,1,24,0,24,-1
1969,1,25,0,26,-1
1969,1,26,0,21,7
1969,1,27,0,23,5
1969,1,28,0,24,5
1969,1,29,0,25,7
1969,1,30,0,13,11
1969,1,31,0,18,7
1969,2,1,0,19,1
1969,2,2,0,20,-4
1969,2,3,0,20,2
1969,2,4,0,14,-99.9
1969,2,5,0,14,-99.9
1969,2,6,0,20,-99.9
1969,2,7,0,25,4
1969,2,8,2,16,3
1969,2,9,0,17,7
1969,2,10,0,20,1
1969,2,11,0,24,2
1969,2,12,0,25,1
1969,2,13,0,22,6
1969,2,14,0,18,6
1969,2,15,0,21,4
1969,2,16,0,20,2
1969,2,17,0,12,1
1969,2,18,0,12,2
1969,2,19,0,22,3
1969,2,20,0,24,3
1969,2,21,0,18,1
1969,2,22,0,21,-1
1969,2,23,0,18,6
1969,2,24,0,23,-2
1969,2,25,0,23,-1
1969,2,26,0,22,5
1969,2,27,0,22,0
1969,2,28,0,17,6
1969,3,1,0,24,1
1969,3,2,0,13,4
1969,3,3,0,14,-1
1969,3,4,0,17,-4
1969,3,5,0,16,-2
1969,3,6,0,19,0
1969,3,7,0,23,-3
1969,3,8,0,16,-1
1969,3,9,0,16,3
1969,3,10,0,13,4
1969,3,11,0,15,0
1969,3,12,0,19,-1
1969,3,13,0,23,0
1969,3,14,0,23,5
1969,3,15,0,10,1
1969,3,16,0,10,0
1969,3,17,0,14,-3
1969,3,18,0,17,-2
1969,3,19,0,16,1
1969,3,20,0,22,1
1969,3,21,0,21,7
1969,3,22,0,26,10
1969,3,23,0,26,8
1969,3,24,0,20,9
1969,3,25,0,14,3
1969,3,26,0,23,3
1969,3,27,0,25,6
1969,3,28,0,28,4
1969,3,29,0,29,2
1969,3,30,0,27,4
1969,3,31,0,28,10
1969,4,1,0,33,13
1969,4,2,0,33,14
1969,4,3,0,31,12
1969,4,4,0,31,12
1969,4,5,0,28,12
1969,4,6,0,31,15
1969,4,7,0,32,13
1969,4,8,0,30,8
1969,4,9,0,21,11
1969,4,10,0,32,12
1969,4,11,0,30,11
1969,4,12,0,29,12
1969,4,13,0,29,7
1969,4,14,0,30,8
1969,4,15,0,31,7
1969,4,16,0,30,7
1969,4,17,0,25,9
1969,4,18,0,29,5
1969,4,19,0,31,4
1969,4,20,0,28,9
1969,4,21,0,33,8
1969,4,22,0,35,10
1969,4,23,0,34,12
1969,4,24,0,35,9
1969,4,25,0,34,11
1969,4,26,0,32,10
1969,4,27,0,28,12
1969,4,28,0,27,15
1969,4,29,0,29,12
1969,4,30,0,29,12
1969,5,1,0,32,12
1969,5,2,0,31,15
1969,5,3,0,31,10
1969,5,4,0,29,11
1969,5,5,0,31,13
1969,5,6,0,27,11
1969,5,7,0,-99.9,9
1969,5,8,0,-99.9,13
1969,5,9,0,-99.9,13
1969,5,10,0,26,15
1969,5,11,0,28,15
1969,5,12,0,31,11
1969,5,13,0,34,13
1969,5,14,0,33,12
1969,5,15,0,33,13
1969,5,16,0,33,14
1969,5,17,0,28,16
1969,5,18,0,35,-99.9
1969,5,19,0,37,-99.9
1969,5,20,0,40,-99.9
1969,5,21,0,39,22
1969,5,22,0,34,21
1969,5,23,0,32,20
1969,5,24,0,36,19
1969,5,25,0,37,18
1969,5,26,0,37,18
1969,5,27,0,35,19
1969,5,28,0,36,20
1969,5,29,0,35,17
1969,5,30,0,36,16
1969,5,31,0,37,21
1969,6,1,0,30,26
1969,6,2,5,36,14
1969,6,3,0,-99.9,22
1969,6,4,0,35,16
1969,6,5,0,31,21
1969,6,6,1,36,19
1969,6,7,0,36,18
1969,6,8,0,39,21
1969,6,9,0,38,20
1969,6,10,0,35,20
1969,6,11,0,35,14
1969,6,12,0,35,14
1969,6,13,0,36,22
1969,6,14,0,33,20
1969,6,15,16,32,15
1969,6,16,0,35,13
1969,6,17,0,37,19
1969,6,18,0,38,17
1969,6,19,0,40,18
1969,6,20,0,42,19
1969,6,21,0,42,26
1969,6,22,0,42,26
1969,6,23,0,39,19
1969,6,24,0,40,20
1969,6,25,0,39,23
1969,6,26,0,38,20
1969,6,27,0,42,20
1969,6,28,0,39,21
1969,6,29,0,39,24
1969,6,30,0,37,24
1969,7,1,0,36,19
1969,7,2,0,38,21
1969,7,3,0,37,23
1969,7,4,0,40,25
1969,7,5,23,38,22
1969,7,6,12,35,18
1969,7,7,34,31,19
1969,7,8,13,31,18
1969,7,9,20,32,19
1969,7,10,0,32,19
1969,7,11,0,37,21
1969,7,12,0,35,22
1969,7,13,0,35,-99.9
1969,7,14,0,35,-99.9
1969,7,15,0,33,-99.9
1969,7,16,43,32,-99.9
1969,7,17,2,33,17
1969,7,18,0,32,21
1969,7,19,0,33,20
1969,7,20,6,35,22
1969,7,21,0,34,20
1969,7,22,0,36,23
1969,7,23,0,38,22
1969,7,24,0,38,-99.9
1969,7,25,0,39,-99.9
1969,7,26,0,37,-99.9
1969,7,27,0,37,-99.9
1969,7,28,0,33,-99.9
1969,7,29,0,35,20
1969,7,30,0,37,23
1969,7,31,0,37,20
1969,8,1,0,37,23
1969,8,2,0,28,23
1969,8,3,0,39,22
1969,8,4,0,40,20
1969,8,5,0,41,25
1969,8,6,0,40,23
1969,8,7,0,39,21
1969,8,8,0,35,23
1969,8,9,0,39,22
1969,8,10,0,39,24
1969,8,11,0,40,19
1969,8,12,0,40,22
1969,8,13,0,40,18
1969,8,14,0,41,19
1969,8,15,0,38,19
1969,8,16,0,41,21
1969,8,17,0,41,22
